code,parent_code,budget_income,budget_expense,COD_INS_CAR_TRA,NOMB_CTA_CONT_CENT,TIPO_CUEN_CONT,NATURA_SALDO,TIENE_SUBCTA,NIVEL,TIPO_EJEC_PTO_INGR,TIPO_EJEC_PTO_EGRE,TIP_FLU_FDO_DEB,TIP_FLU_FDO_HAB,id_temporal,longitud,parent_id,budget_income_id_temporal,budget_expense_id_temporal
21313929,21313,0,0,4401.0,Fondo Ambiental de El Salvador (FONAES),A,D,N,5,0,0,0,1,646,8,494,0,0
21313931,21313,0,0,4500.0,Ministerio de Transporte,A,D,N,5,0,0,0,1,647,8,494,0,0
21313933,21313,0,0,,Obligaciones y Transferencias Generales del Estado,A,D,N,5,0,0,0,1,648,8,494,0,0
21313934,21313,0,0,,Deuda Pública,A,D,N,5,0,0,0,1,649,8,494,0,0
21313935,21313,0,0,703.0,Tesoro Público (DGT),A,D,N,5,0,0,0,1,650,8,494,0,0
21313937,21313,0,0,,Corporación de Municipalidades de la República de El Salvador (COMURES),A,D,N,5,0,0,0,1,651,8,494,0,0
21313938,21313,0,0,,Oficina de Planificación del Area Metropolitana de San Salvador (OPAMSS),A,D,N,5,0,0,0,1,652,8,494,0,0
21313940,21313,0,0,,Instituto de Garantía de Depósito (IGD),A,D,N,5,0,0,0,1,653,8,494,0,0
21313950,21313,0,0,,Municipios del Departamento de San Salvador,A,D,N,5,0,0,0,1,654,8,494,0,0
21313951,21313,0,0,,Municipios del Departamento de Santa Ana,A,D,N,5,0,0,0,1,655,8,494,0,0
21313952,21313,0,0,,Municipios del Departamento de Ahuachapán,A,D,N,5,0,0,0,1,656,8,494,0,0
21313953,21313,0,0,,Municipios del Departamento de Sonsonate,A,D,N,5,0,0,0,1,657,8,494,0,0
21313954,21313,0,0,,Municipios del Departamento de Chalatenango,A,D,N,5,0,0,0,1,658,8,494,0,0
21313955,21313,0,0,,Municipios del Departamento de La Libertad,A,D,N,5,0,0,0,1,659,8,494,0,0
21313956,21313,0,0,,Municipios del Departamento de Cuscatlán,A,D,N,5,0,0,0,1,660,8,494,0,0
21313957,21313,0,0,,Municipios del Departamento de La Paz,A,D,N,5,0,0,0,1,661,8,494,0,0
21313958,21313,0,0,,Municipios del Departamento de San Vicente,A,D,N,5,0,0,0,1,662,8,494,0,0
21313959,21313,0,0,,Municipios del Departamento de Cabañas,A,D,N,5,0,0,0,1,663,8,494,0,0
21313960,21313,0,0,,Municipios del Departamento de Usulután,A,D,N,5,0,0,0,1,664,8,494,0,0
21313961,21313,0,0,,Municipios del Departamento de San Miguel,A,D,N,5,0,0,0,1,665,8,494,0,0
21313962,21313,0,0,,Municipios del Departamento de Morazán,A,D,N,5,0,0,0,1,666,8,494,0,0
21313963,21313,0,0,,Municipios del Departamento de La Unión,A,D,N,5,0,0,0,1,667,8,494,0,0
21313971,21313,0,0,3203.0,Hospital Nacional de la Mujer,A,D,N,5,0,0,0,1,668,8,494,0,0
21313978,21313,0,0,3700.0,Ministerio de Desarrollo Local,A,D,N,5,0,0,0,1,669,8,494,0,0
21313979,21313,0,0,2304.0,Instituto Administrador de Beneficios a Veteranos y Excombatientes (INABVE),A,D,N,5,0,0,0,1,670,8,494,0,0
21313980,21313,0,0,3600.0,Ministerio de Vivienda,A,D,N,5,0,0,0,1,671,8,494,0,0
21313983,21313,0,0,556.0,Dirección Nacional de Obras Municipales,A,D,N,5,0,0,0,1,672,8,494,0,0
21313985,21313,0,0,4404.0,Autoridad Salvadoreña del Agua (ASA),A,D,N,5,0,0,0,1,673,8,494,0,0
21313986,21313,0,0,3109.0,"Consejo Nal. de la Primera Infancia, Niñez y Adolescencia (CONAPINA)",A,D,N,5,0,0,0,1,674,8,494,0,0
21313987,21313,0,0,4123.0,"Dirección Nacional de Energía, Hidrocarburos y Minas (DNEHM)",A,D,N,5,0,0,0,1,675,8,494,0,0
21314,213,14,0,,D.M. x Venta de Bienes y Servicios,A,D,S,4,1,0,0,1,676,5,475,75,0
21314001,21314,0,0,,D.M x Venta de Bienes y Servicios,A,D,N,5,0,0,0,1,677,8,676,0,0
21314101,21314,0,0,,Ahuachapán,A,D,N,5,0,0,0,1,678,8,676,0,0
21314102,21314,0,0,,Apaneca,A,D,N,5,0,0,0,1,679,8,676,0,0
21314103,21314,0,0,,Atiquizaya,A,D,N,5,0,0,0,1,680,8,676,0,0
21314104,21314,0,0,,Concepción de Ataco,A,D,N,5,0,0,0,1,681,8,676,0,0
21314105,21314,0,0,,El Refugio,A,D,N,5,0,0,0,1,682,8,676,0,0
21314106,21314,0,0,,Guaymango,A,D,N,5,0,0,0,1,683,8,676,0,0
21314107,21314,0,0,,Jujutla,A,D,N,5,0,0,0,1,684,8,676,0,0
21314108,21314,0,0,,San Francisco Menéndez,A,D,N,5,0,0,0,1,685,8,676,0,0
21314109,21314,0,0,,San Lorenzo,A,D,N,5,0,0,0,1,686,8,676,0,0
21314110,21314,0,0,,San Pedro Puxtla,A,D,N,5,0,0,0,1,687,8,676,0,0
21314111,21314,0,0,,Tacuba,A,D,N,5,0,0,0,1,688,8,676,0,0
21314112,21314,0,0,,Turín,A,D,N,5,0,0,0,1,689,8,676,0,0
21314113,21314,0,0,,Candelaria de la Frontera,A,D,N,5,0,0,0,1,690,8,676,0,0
21314114,21314,0,0,,Coatepeque,A,D,N,5,0,0,0,1,691,8,676,0,0
21314115,21314,0,0,,Chalchuapa,A,D,N,5,0,0,0,1,692,8,676,0,0
21314116,21314,0,0,,El Congo,A,D,N,5,0,0,0,1,693,8,676,0,0
21314117,21314,0,0,,El Porvenir,A,D,N,5,0,0,0,1,694,8,676,0,0
21314118,21314,0,0,,Masahuat,A,D,N,5,0,0,0,1,695,8,676,0,0
21314119,21314,0,0,,Metapán,A,D,N,5,0,0,0,1,696,8,676,0,0
21314120,21314,0,0,,San Antonio Pajonal,A,D,N,5,0,0,0,1,697,8,676,0,0
21314121,21314,0,0,,San Sebastián Salitrillo,A,D,N,5,0,0,0,1,698,8,676,0,0
21314122,21314,0,0,,Santa Ana,A,D,N,5,0,0,0,1,699,8,676,0,0
21314123,21314,0,0,,Santa Rosa Guachipilín,A,D,N,5,0,0,0,1,700,8,676,0,0
21314124,21314,0,0,,Santiago de la Frontera,A,D,N,5,0,0,0,1,701,8,676,0,0
21314125,21314,0,0,,Texistepeque,A,D,N,5,0,0,0,1,702,8,676,0,0
21314126,21314,0,0,,Acajutla,A,D,N,5,0,0,0,1,703,8,676,0,0
21314127,21314,0,0,,Armenia,A,D,N,5,0,0,0,1,704,8,676,0,0
21314128,21314,0,0,,Caluco,A,D,N,5,0,0,0,1,705,8,676,0,0
21314129,21314,0,0,,Cuisnahuat,A,D,N,5,0,0,0,1,706,8,676,0,0
21314130,21314,0,0,,Santa Isabel de Ishuatán,A,D,N,5,0,0,0,1,707,8,676,0,0
21314131,21314,0,0,,Izalco,A,D,N,5,0,0,0,1,708,8,676,0,0
21314132,21314,0,0,,Juayúa,A,D,N,5,0,0,0,1,709,8,676,0,0
21314133,21314,0,0,,Nahuizalco,A,D,N,5,0,0,0,1,710,8,676,0,0
21314134,21314,0,0,,Nahuilingo,A,D,N,5,0,0,0,1,711,8,676,0,0
21314135,21314,0,0,,Salcoatitán,A,D,N,5,0,0,0,1,712,8,676,0,0
21314136,21314,0,0,,San Antonio del Monte,A,D,N,5,0,0,0,1,713,8,676,0,0
21314137,21314,0,0,,San Julián,A,D,N,5,0,0,0,1,714,8,676,0,0
21314138,21314,0,0,,Santa Catarina Masahuat,A,D,N,5,0,0,0,1,715,8,676,0,0
21314139,21314,0,0,,Santo Domingo de Guzmán,A,D,N,5,0,0,0,1,716,8,676,0,0
21314140,21314,0,0,,Sonsonate,A,D,N,5,0,0,0,1,717,8,676,0,0
21314141,21314,0,0,,Sonzacate,A,D,N,5,0,0,0,1,718,8,676,0,0
21314142,21314,0,0,,Agua Caliente,A,D,N,5,0,0,0,1,719,8,676,0,0
21314143,21314,0,0,,Arcatao,A,D,N,5,0,0,0,1,720,8,676,0,0
21314144,21314,0,0,,Azacualpa,A,D,N,5,0,0,0,1,721,8,676,0,0
21314145,21314,0,0,,Citalá,A,D,N,5,0,0,0,1,722,8,676,0,0
21314146,21314,0,0,,Comalapa,A,D,N,5,0,0,0,1,723,8,676,0,0
21314147,21314,0,0,,Concepción Quezaltepeque,A,D,N,5,0,0,0,1,724,8,676,0,0
21314148,21314,0,0,,Chalatenango,A,D,N,5,0,0,0,1,725,8,676,0,0
21314149,21314,0,0,,Dulce Nombre de María,A,D,N,5,0,0,0,1,726,8,676,0,0
21314150,21314,0,0,,El Carrizal,A,D,N,5,0,0,0,1,727,8,676,0,0
21314151,21314,0,0,,El  Paraíso,A,D,N,5,0,0,0,1,728,8,676,0,0
21314152,21314,0,0,,La Laguna,A,D,N,5,0,0,0,1,729,8,676,0,0
21314153,21314,0,0,,La Palma   ,A,D,N,5,0,0,0,1,730,8,676,0,0
21314154,21314,0,0,,La Reina,A,D,N,5,0,0,0,1,731,8,676,0,0
21314155,21314,0,0,,Las Vueltas,A,D,N,5,0,0,0,1,732,8,676,0,0
21314156,21314,0,0,,Nombre de Jesús,A,D,N,5,0,0,0,1,733,8,676,0,0
21314157,21314,0,0,,Nueva Concepción,A,D,N,5,0,0,0,1,734,8,676,0,0
21314158,21314,0,0,,Nueva Trinidad,A,D,N,5,0,0,0,1,735,8,676,0,0
21314159,21314,0,0,,Ojos de Agua,A,D,N,5,0,0,0,1,736,8,676,0,0
21314160,21314,0,0,,Potonico,A,D,N,5,0,0,0,1,737,8,676,0,0
21314161,21314,0,0,,San Antonio la Cruz,A,D,N,5,0,0,0,1,738,8,676,0,0
21314162,21314,0,0,,San Antonio los Ranchos,A,D,N,5,0,0,0,1,739,8,676,0,0
21314163,21314,0,0,,San Fernando,A,D,N,5,0,0,0,1,740,8,676,0,0
21314164,21314,0,0,,San Francisco Lempa,A,D,N,5,0,0,0,1,741,8,676,0,0
21314165,21314,0,0,,San Francisco Morazán,A,D,N,5,0,0,0,1,742,8,676,0,0
21314166,21314,0,0,,San Ignacio,A,D,N,5,0,0,0,1,743,8,676,0,0
21314167,21314,0,0,,San Isidro Labrador,A,D,N,5,0,0,0,1,744,8,676,0,0
21314168,21314,0,0,,San José Cancasque,A,D,N,5,0,0,0,1,745,8,676,0,0
21314169,21314,0,0,,San José las Flores,A,D,N,5,0,0,0,1,746,8,676,0,0
21314170,21314,0,0,,San Luis del Carmen,A,D,N,5,0,0,0,1,747,8,676,0,0
21314171,21314,0,0,,San Miguel de Mercedes,A,D,N,5,0,0,0,1,748,8,676,0,0
21314172,21314,0,0,,San Rafael,A,D,N,5,0,0,0,1,749,8,676,0,0
21314173,21314,0,0,,Santa Rita,A,D,N,5,0,0,0,1,750,8,676,0,0
21314174,21314,0,0,,Tejutla,A,D,N,5,0,0,0,1,751,8,676,0,0
21314175,21314,0,0,,Antiguo Cuscatlán,A,D,N,5,0,0,0,1,752,8,676,0,0
21314176,21314,0,0,,Ciudad Arce,A,D,N,5,0,0,0,1,753,8,676,0,0
21314177,21314,0,0,,Colón,A,D,N,5,0,0,0,1,754,8,676,0,0
21314178,21314,0,0,,Comasagua,A,D,N,5,0,0,0,1,755,8,676,0,0
21314179,21314,0,0,,Chiltiupán,A,D,N,5,0,0,0,1,756,8,676,0,0
21314180,21314,0,0,,Huizúcar,A,D,N,5,0,0,0,1,757,8,676,0,0
21314181,21314,0,0,,Jayaque,A,D,N,5,0,0,0,1,758,8,676,0,0
21314182,21314,0,0,,Jicalapa,A,D,N,5,0,0,0,1,759,8,676,0,0
21314183,21314,0,0,,La Libertad,A,D,N,5,0,0,0,1,760,8,676,0,0
21314184,21314,0,0,,Nuevo Cuscatlán,A,D,N,5,0,0,0,1,761,8,676,0,0
21314185,21314,0,0,,Santa Tecla,A,D,N,5,0,0,0,1,762,8,676,0,0
21314186,21314,0,0,,Quezaltepeque,A,D,N,5,0,0,0,1,763,8,676,0,0
21314187,21314,0,0,,Sacacoyo,A,D,N,5,0,0,0,1,764,8,676,0,0
21314188,21314,0,0,,San José Villanueva,A,D,N,5,0,0,0,1,765,8,676,0,0
21314189,21314,0,0,,San Juán Opico,A,D,N,5,0,0,0,1,766,8,676,0,0
21314190,21314,0,0,,San Matías,A,D,N,5,0,0,0,1,767,8,676,0,0
21314191,21314,0,0,,San Pablo Tacachico,A,D,N,5,0,0,0,1,768,8,676,0,0
21314192,21314,0,0,,Tamanique,A,D,N,5,0,0,0,1,769,8,676,0,0
21314193,21314,0,0,,Talnique,A,D,N,5,0,0,0,1,770,8,676,0,0
21314194,21314,0,0,,Teotepeque,A,D,N,5,0,0,0,1,771,8,676,0,0
21314195,21314,0,0,,Tepecoyo,A,D,N,5,0,0,0,1,772,8,676,0,0
21314196,21314,0,0,,Zaragoza,A,D,N,5,0,0,0,1,773,8,676,0,0
21314197,21314,0,0,,Aguilares,A,D,N,5,0,0,0,1,774,8,676,0,0
21314198,21314,0,0,,Apopa,A,D,N,5,0,0,0,1,775,8,676,0,0
21314199,21314,0,0,,Ayutuxtepeque,A,D,N,5,0,0,0,1,776,8,676,0,0
21314200,21314,0,0,,Cuscatancingo,A,D,N,5,0,0,0,1,777,8,676,0,0
21314201,21314,0,0,,El Paísnal,A,D,N,5,0,0,0,1,778,8,676,0,0
21314202,21314,0,0,,Guazapa,A,D,N,5,0,0,0,1,779,8,676,0,0
21314203,21314,0,0,,Ilopango,A,D,N,5,0,0,0,1,780,8,676,0,0
21314204,21314,0,0,,Mejicanos,A,D,N,5,0,0,0,1,781,8,676,0,0
21314205,21314,0,0,,Nejapa,A,D,N,5,0,0,0,1,782,8,676,0,0
21314206,21314,0,0,,Panchimalco,A,D,N,5,0,0,0,1,783,8,676,0,0
21314207,21314,0,0,,Rosario de Mora,A,D,N,5,0,0,0,1,784,8,676,0,0
21314208,21314,0,0,,San Marcos,A,D,N,5,0,0,0,1,785,8,676,0,0
21314209,21314,0,0,,San Martín,A,D,N,5,0,0,0,1,786,8,676,0,0
21314210,21314,0,0,,San Salvador,A,D,N,5,0,0,0,1,787,8,676,0,0
21314211,21314,0,0,,Santiago Texacuangos,A,D,N,5,0,0,0,1,788,8,676,0,0
21314212,21314,0,0,,Santo Tomás,A,D,N,5,0,0,0,1,789,8,676,0,0
21314213,21314,0,0,,Soyapango,A,D,N,5,0,0,0,1,790,8,676,0,0
21314214,21314,0,0,,Tonacatepeque,A,D,N,5,0,0,0,1,791,8,676,0,0
21314215,21314,0,0,,Ciudad Delgado,A,D,N,5,0,0,0,1,792,8,676,0,0
21314216,21314,0,0,,Candelaria,A,D,N,5,0,0,0,1,793,8,676,0,0
21314217,21314,0,0,,Cojutepeque,A,D,N,5,0,0,0,1,794,8,676,0,0
21314218,21314,0,0,,El Carmen,A,D,N,5,0,0,0,1,795,8,676,0,0
21314219,21314,0,0,,El Rosario,A,D,N,5,0,0,0,1,796,8,676,0,0
21314220,21314,0,0,,Monte San Juan,A,D,N,5,0,0,0,1,797,8,676,0,0
21314221,21314,0,0,,Oratorio de Concepción,A,D,N,5,0,0,0,1,798,8,676,0,0
21314222,21314,0,0,,San Bartolomé Perulapía,A,D,N,5,0,0,0,1,799,8,676,0,0
21314223,21314,0,0,,San Cristóbal,A,D,N,5,0,0,0,1,800,8,676,0,0
21314224,21314,0,0,,San José Guayabal,A,D,N,5,0,0,0,1,801,8,676,0,0
21314225,21314,0,0,,San Pedro Perulapán,A,D,N,5,0,0,0,1,802,8,676,0,0
21314226,21314,0,0,,San Rafael Cedros,A,D,N,5,0,0,0,1,803,8,676,0,0
21314227,21314,0,0,,San Ramón,A,D,N,5,0,0,0,1,804,8,676,0,0
21314228,21314,0,0,,Santa Cruz Analquito,A,D,N,5,0,0,0,1,805,8,676,0,0
21314229,21314,0,0,,Santa Cruz Michapa,A,D,N,5,0,0,0,1,806,8,676,0,0
21314230,21314,0,0,,Suchitoto,A,D,N,5,0,0,0,1,807,8,676,0,0
21314231,21314,0,0,,Tenancingo,A,D,N,5,0,0,0,1,808,8,676,0,0
21314232,21314,0,0,,Cuyultitán,A,D,N,5,0,0,0,1,809,8,676,0,0
21314233,21314,0,0,,El Rosario,A,D,N,5,0,0,0,1,810,8,676,0,0
21314234,21314,0,0,,Jerusalén,A,D,N,5,0,0,0,1,811,8,676,0,0
21314235,21314,0,0,,Mercedes la Ceiba,A,D,N,5,0,0,0,1,812,8,676,0,0
21314236,21314,0,0,,Olocuilta,A,D,N,5,0,0,0,1,813,8,676,0,0
21314237,21314,0,0,,Paraíso de Osorio,A,D,N,5,0,0,0,1,814,8,676,0,0
21314238,21314,0,0,,San Antonio Masahuat,A,D,N,5,0,0,0,1,815,8,676,0,0
21314239,21314,0,0,,San Emigdio,A,D,N,5,0,0,0,1,816,8,676,0,0
21314240,21314,0,0,,San Francisco Chinameca,A,D,N,5,0,0,0,1,817,8,676,0,0
21314241,21314,0,0,,San Juan Nonualco,A,D,N,5,0,0,0,1,818,8,676,0,0
21314242,21314,0,0,,San Juan Talpa,A,D,N,5,0,0,0,1,819,8,676,0,0
21314243,21314,0,0,,San Juan Tepezontes,A,D,N,5,0,0,0,1,820,8,676,0,0
21314244,21314,0,0,,San Luis Talpa,A,D,N,5,0,0,0,1,821,8,676,0,0
21314245,21314,0,0,,San Miguel Tepezontes,A,D,N,5,0,0,0,1,822,8,676,0,0
21314246,21314,0,0,,San Pedro Masahuat,A,D,N,5,0,0,0,1,823,8,676,0,0
21314247,21314,0,0,,San Pedro Nonualco,A,D,N,5,0,0,0,1,824,8,676,0,0
21314248,21314,0,0,,San Rafael Obrajuelo,A,D,N,5,0,0,0,1,825,8,676,0,0
21314249,21314,0,0,,Santa María Ostuma,A,D,N,5,0,0,0,1,826,8,676,0,0
21314250,21314,0,0,,Santiago Nonualco,A,D,N,5,0,0,0,1,827,8,676,0,0
21314251,21314,0,0,,Tapalhuaca,A,D,N,5,0,0,0,1,828,8,676,0,0
21314252,21314,0,0,,Zacatecoluca,A,D,N,5,0,0,0,1,829,8,676,0,0
21314253,21314,0,0,,San Luis La Herradura,A,D,N,5,0,0,0,1,830,8,676,0,0
21314254,21314,0,0,,Cinquera,A,D,N,5,0,0,0,1,831,8,676,0,0
21314255,21314,0,0,,Guacotecti,A,D,N,5,0,0,0,1,832,8,676,0,0
21314256,21314,0,0,,Ilobasco,A,D,N,5,0,0,0,1,833,8,676,0,0
21314257,21314,0,0,,Jutiapa,A,D,N,5,0,0,0,1,834,8,676,0,0
21314258,21314,0,0,,San Isidro,A,D,N,5,0,0,0,1,835,8,676,0,0
21314259,21314,0,0,,Sensuntepeque,A,D,N,5,0,0,0,1,836,8,676,0,0
21314260,21314,0,0,,Tejutepeque,A,D,N,5,0,0,0,1,837,8,676,0,0
21314261,21314,0,0,,Victoria,A,D,N,5,0,0,0,1,838,8,676,0,0
21314262,21314,0,0,,Villa Dolores,A,D,N,5,0,0,0,1,839,8,676,0,0
21314263,21314,0,0,,Apastepeque,A,D,N,5,0,0,0,1,840,8,676,0,0
21314264,21314,0,0,,Guadalupe,A,D,N,5,0,0,0,1,841,8,676,0,0
21314265,21314,0,0,,San Cayetano Istepeque,A,D,N,5,0,0,0,1,842,8,676,0,0
21314266,21314,0,0,,Santa Clara,A,D,N,5,0,0,0,1,843,8,676,0,0
21314267,21314,0,0,,Santo Domingo,A,D,N,5,0,0,0,1,844,8,676,0,0
21314268,21314,0,0,,San Esteban Catarina,A,D,N,5,0,0,0,1,845,8,676,0,0
21314269,21314,0,0,,San Idelfonso,A,D,N,5,0,0,0,1,846,8,676,0,0
21314270,21314,0,0,,San Lorenzo,A,D,N,5,0,0,0,1,847,8,676,0,0
21314271,21314,0,0,,San Sebastián,A,D,N,5,0,0,0,1,848,8,676,0,0
21314272,21314,0,0,,San Vicente,A,D,N,5,0,0,0,1,849,8,676,0,0
21314273,21314,0,0,,Tecoluca,A,D,N,5,0,0,0,1,850,8,676,0,0
21314274,21314,0,0,,Tepetitán,A,D,N,5,0,0,0,1,851,8,676,0,0
21314275,21314,0,0,,Verapaz,A,D,N,5,0,0,0,1,852,8,676,0,0
21314276,21314,0,0,,Alegría,A,D,N,5,0,0,0,1,853,8,676,0,0
21314277,21314,0,0,,Berlín,A,D,N,5,0,0,0,1,854,8,676,0,0
21314278,21314,0,0,,California,A,D,N,5,0,0,0,1,855,8,676,0,0
21314279,21314,0,0,,Concepción Batres,A,D,N,5,0,0,0,1,856,8,676,0,0
21314280,21314,0,0,,El Triunfo,A,D,N,5,0,0,0,1,857,8,676,0,0
21314281,21314,0,0,,Ereguayquín,A,D,N,5,0,0,0,1,858,8,676,0,0
21314282,21314,0,0,,Estanzuelas,A,D,N,5,0,0,0,1,859,8,676,0,0
21314283,21314,0,0,,Jiquilisco,A,D,N,5,0,0,0,1,860,8,676,0,0
21314284,21314,0,0,,Jucuapa,A,D,N,5,0,0,0,1,861,8,676,0,0
21314285,21314,0,0,,Jucuarán,A,D,N,5,0,0,0,1,862,8,676,0,0
21314286,21314,0,0,,Mercedes Umaña,A,D,N,5,0,0,0,1,863,8,676,0,0
21314287,21314,0,0,,Nueva Granada,A,D,N,5,0,0,0,1,864,8,676,0,0
21314288,21314,0,0,,Ozatlán,A,D,N,5,0,0,0,1,865,8,676,0,0
21314289,21314,0,0,,Puerto El Triunfo,A,D,N,5,0,0,0,1,866,8,676,0,0
21314290,21314,0,0,,San Agustín,A,D,N,5,0,0,0,1,867,8,676,0,0
21314291,21314,0,0,,San Buenaventura,A,D,N,5,0,0,0,1,868,8,676,0,0
21314292,21314,0,0,,San Dionisio,A,D,N,5,0,0,0,1,869,8,676,0,0
21314293,21314,0,0,,Santa Elena,A,D,N,5,0,0,0,1,870,8,676,0,0
21314294,21314,0,0,,San Francisco Javier,A,D,N,5,0,0,0,1,871,8,676,0,0
21314295,21314,0,0,,Santa María,A,D,N,5,0,0,0,1,872,8,676,0,0
21314296,21314,0,0,,Santiago de María ,A,D,N,5,0,0,0,1,873,8,676,0,0
21314297,21314,0,0,,Tecapán,A,D,N,5,0,0,0,1,874,8,676,0,0
21314298,21314,0,0,,Usulután,A,D,N,5,0,0,0,1,875,8,676,0,0
21314299,21314,0,0,,Carolina,A,D,N,5,0,0,0,1,876,8,676,0,0
21314300,21314,0,0,,Ciudad Barrios,A,D,N,5,0,0,0,1,877,8,676,0,0
21314301,21314,0,0,,Comacarán,A,D,N,5,0,0,0,1,878,8,676,0,0
21314302,21314,0,0,,Chapeltique,A,D,N,5,0,0,0,1,879,8,676,0,0
21314303,21314,0,0,,Chinameca,A,D,N,5,0,0,0,1,880,8,676,0,0
21314304,21314,0,0,,Chirilagua,A,D,N,5,0,0,0,1,881,8,676,0,0
21314305,21314,0,0,,El Tránsito,A,D,N,5,0,0,0,1,882,8,676,0,0
21314306,21314,0,0,,Lolotique,A,D,N,5,0,0,0,1,883,8,676,0,0
21314307,21314,0,0,,Moncagua,A,D,N,5,0,0,0,1,884,8,676,0,0
21314308,21314,0,0,,Nueva Guadalupe,A,D,N,5,0,0,0,1,885,8,676,0,0
21314309,21314,0,0,,Nuevo Edén de San Juan,A,D,N,5,0,0,0,1,886,8,676,0,0
21314310,21314,0,0,,Quelepa,A,D,N,5,0,0,0,1,887,8,676,0,0
21314311,21314,0,0,,San Antonio del Mosco,A,D,N,5,0,0,0,1,888,8,676,0,0
21314312,21314,0,0,,San Gerardo,A,D,N,5,0,0,0,1,889,8,676,0,0
21314313,21314,0,0,,San Jorge,A,D,N,5,0,0,0,1,890,8,676,0,0
21314314,21314,0,0,,San Luis de la Reina,A,D,N,5,0,0,0,1,891,8,676,0,0
21314315,21314,0,0,,San Miguel,A,D,N,5,0,0,0,1,892,8,676,0,0
21314316,21314,0,0,,San Rafael Oriente,A,D,N,5,0,0,0,1,893,8,676,0,0
21314317,21314,0,0,,Sesori,A,D,N,5,0,0,0,1,894,8,676,0,0
21314318,21314,0,0,,Uluazapa,A,D,N,5,0,0,0,1,895,8,676,0,0
21314319,21314,0,0,,Arambala,A,D,N,5,0,0,0,1,896,8,676,0,0
21314320,21314,0,0,,Cacaopera,A,D,N,5,0,0,0,1,897,8,676,0,0
21314321,21314,0,0,,Corinto,A,D,N,5,0,0,0,1,898,8,676,0,0
21314322,21314,0,0,,Chilanga,A,D,N,5,0,0,0,1,899,8,676,0,0
21314323,21314,0,0,,Delicia de Concepción,A,D,N,5,0,0,0,1,900,8,676,0,0
21314324,21314,0,0,,El Divisadero,A,D,N,5,0,0,0,1,901,8,676,0,0
21314325,21314,0,0,,El Rosario,A,D,N,5,0,0,0,1,902,8,676,0,0
21314326,21314,0,0,,Gualococti,A,D,N,5,0,0,0,1,903,8,676,0,0
21314327,21314,0,0,,Guatajiagua,A,D,N,5,0,0,0,1,904,8,676,0,0
21314328,21314,0,0,,Joateca,A,D,N,5,0,0,0,1,905,8,676,0,0
21314329,21314,0,0,,Jocoaitique,A,D,N,5,0,0,0,1,906,8,676,0,0
21314330,21314,0,0,,Jocoro,A,D,N,5,0,0,0,1,907,8,676,0,0
21314331,21314,0,0,,Lolotiquillo,A,D,N,5,0,0,0,1,908,8,676,0,0
21314332,21314,0,0,,Meanguera,A,D,N,5,0,0,0,1,909,8,676,0,0
21314333,21314,0,0,,Osicala,A,D,N,5,0,0,0,1,910,8,676,0,0
21314334,21314,0,0,,Perquín,A,D,N,5,0,0,0,1,911,8,676,0,0
21314335,21314,0,0,,San Carlos,A,D,N,5,0,0,0,1,912,8,676,0,0
21314336,21314,0,0,,San Fernando,A,D,N,5,0,0,0,1,913,8,676,0,0
21314337,21314,0,0,,San Francisco Gotera,A,D,N,5,0,0,0,1,914,8,676,0,0
21314338,21314,0,0,,San Isidro,A,D,N,5,0,0,0,1,915,8,676,0,0
21314339,21314,0,0,,San Simón,A,D,N,5,0,0,0,1,916,8,676,0,0
21314340,21314,0,0,,Sensembra,A,D,N,5,0,0,0,1,917,8,676,0,0
21314341,21314,0,0,,Sociedad,A,D,N,5,0,0,0,1,918,8,676,0,0
21314342,21314,0,0,,Torola,A,D,N,5,0,0,0,1,919,8,676,0,0
21314343,21314,0,0,,Yamabal,A,D,N,5,0,0,0,1,920,8,676,0,0
21314344,21314,0,0,,Yoloayquín,A,D,N,5,0,0,0,1,921,8,676,0,0
21314345,21314,0,0,,Anamorós,A,D,N,5,0,0,0,1,922,8,676,0,0
21314346,21314,0,0,,Bolívar,A,D,N,5,0,0,0,1,923,8,676,0,0
21314347,21314,0,0,,Concepción de Oriente,A,D,N,5,0,0,0,1,924,8,676,0,0
21314348,21314,0,0,,Conchagua,A,D,N,5,0,0,0,1,925,8,676,0,0
21314349,21314,0,0,,El Carmen,A,D,N,5,0,0,0,1,926,8,676,0,0
21314350,21314,0,0,,El Sauce,A,D,N,5,0,0,0,1,927,8,676,0,0
21314351,21314,0,0,,Intipucá,A,D,N,5,0,0,0,1,928,8,676,0,0
21314352,21314,0,0,,La Unión,A,D,N,5,0,0,0,1,929,8,676,0,0
21314353,21314,0,0,,Lislique,A,D,N,5,0,0,0,1,930,8,676,0,0
21314354,21314,0,0,,Meanguera del Golfo,A,D,N,5,0,0,0,1,931,8,676,0,0
21314355,21314,0,0,,Nueva Esparta,A,D,N,5,0,0,0,1,932,8,676,0,0
21314356,21314,0,0,,Pasaquina,A,D,N,5,0,0,0,1,933,8,676,0,0
21314357,21314,0,0,,Polorós,A,D,N,5,0,0,0,1,934,8,676,0,0
21314358,21314,0,0,,San Alejo,A,D,N,5,0,0,0,1,935,8,676,0,0
21314359,21314,0,0,,San José La Fuente,A,D,N,5,0,0,0,1,936,8,676,0,0
21314360,21314,0,0,,Santa Rosa de Lima,A,D,N,5,0,0,0,1,937,8,676,0,0
