CTA_CONT_CENT;CTA_CONT_CENT_PADR;CLAS_PRES_INGR;CLAS_PRES_EGRE;COD_INS_CAR_TRA;NOMB_CTA_CONT_CENT;TIPO_CUEN_CONT;NATURA_SALDO;TIENE_SUBCTA;NIVEL;TIPO_EJEC_PTO_INGR;TIPO_EJEC_PTO_EGRE;TIP_FLU_FDO_DEB;TIP_FLU_FDO_HAB
21331892;21331;;;3302;Instituto Salvadoreño de Formación Profesional (INSAFORP);A;D;N;5;0;0;0;2
21331893;21331;;;3303;Instituto Salvadoreña del Seguro Social (ISSS);A;D;N;5;0;0;0;2
21331894;21331;;;3304;Fondo de Protección de Lisiados y Discapacitados a Consecuencia del Conflicto A.;A;D;N;5;0;0;0;2
21331896;21331;;;4100;Ministerio de Economía;A;D;N;5;0;0;0;2
21331897;21331;;;4101;Comité Ejecutivo de la Feria Internacional de El Salvador (FIES);A;D;N;5;0;0;0;2
21331898;21331;;;4102;Consejo Nacional de Ciencia y Tecnología (CONACYT);A;D;N;5;0;0;0;2
21331899;21331;;;4103;Consejo de Vigilancia de la Contaduría Pública y Auditoría;A;D;N;5;0;0;0;2
21331900;21331;;;4104;Instituto Salvadoreño de Turismo (ISTU);A;D;N;5;0;0;0;2
21331901;21331;;;4105;Consejo Salvadoreño del Café (CSC);A;D;N;5;0;0;0;2
21331902;21331;;;4106;Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL);A;D;N;5;0;0;0;2
21331903;21331;;;4107;Fondo de Financiamiento y Garantía para la Pequeña Empresa (FIGAPE);A;D;N;5;0;0;0;2
21331904;21331;;;4108;Corporación Salvadoreña de Turismo (CORSATUR);A;D;N;5;0;0;0;2
21331905;21331;;;4109;Superintendencia General de Electricidad y Telecomunicaciones (SIGET);A;D;N;5;0;0;0;2
21331906;21331;;;4110;Superintendencia de Valores (S.V.);A;D;N;5;0;0;0;2
21331907;21331;;;4111;Superintendencia de Pensiones (S.P.);A;D;N;5;0;0;0;2
21331908;21331;;;4112;Corporación Salvadoreña de Inversiones (CORSAIN);A;D;N;5;0;0;0;2
21331909;21331;;;4113;Instituto Nacional del Azúcar (INAZUCAR);A;D;N;5;0;0;0;2
21331910;21331;;;4115;Fondo de Inversión Nacional de Electricidad y Telefonía (FINET);A;D;N;5;0;0;0;2
21331911;21331;;;4114;Centro Nacional de Registros (CNR);A;D;N;5;0;0;0;2
21331914;21331;;;4200;Ministerio de Agricultura y Ganadería;A;D;N;5;0;0;0;2
21331915;21331;;;4201;Instituto Salvadoreño de Transformación Agraria (ISTA);A;D;N;5;0;0;0;2
21331916;21331;;;4202;Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA);A;D;N;5;0;0;0;2
21331917;21331;;;4203;Escuela Nacional de Tecnología (ENA);A;D;N;5;0;0;0;2
21331919;21331;;;4300;Ministerio de Obras Públicas;A;D;N;5;0;0;0;2
21331920;21331;;;4301;Administración Nacional de Acueductos y Alcantarillados (ANDA);A;D;N;5;0;0;0;2
21331921;21331;;;4302;Fondo Social para la Vivienda (FSV);A;D;N;5;0;0;0;2
21331922;21331;;;4303;Comisión Ejecutiva Portuaria Autónoma (CEPA);A;D;N;5;0;0;0;2
21331925;21331;;;3400;Ministerio de Vivienda y Desarrollo Urbano;A;D;N;5;0;0;0;2
21331926;21331;;;3401;Fondo Nacional de Vivienda Popular (FONAVIPO);A;D;N;5;0;0;0;2
21331928;21331;;;4400;Ministerio del Medio Ambiente y Recursos Naturales;A;D;N;5;0;0;0;2
21331929;21331;;;4401;Fondo Ambiental de El Salvador (FONAES);A;D;N;5;0;0;0;2
21331931;21331;;;4500;Ministerio de Transporte;A;D;N;5;0;0;0;2
21331933;21331;;;;Obligaciones y Transferencias Generales del Estado;A;D;N;5;0;0;0;2
21331934;21331;;;;Deuda Pública;A;D;N;5;0;0;0;2
21331935;21331;;;703;Tesoro Público (DGT);A;D;N;5;0;0;0;2
21331937;21331;;;;Corporación de Municipalidades de la República de El Salvador (COMURES);A;D;N;5;0;0;0;2
21331938;21331;;;;Oficina de Planificación del Area Metropolitana de San Salvador (OPAMSS);A;D;N;5;0;0;0;2
21331940;21331;;;;Instituto de Garantía de Depósito (IGD);A;D;N;5;0;0;0;2
21331950;21331;;;;Municipios del Departamento de San Salvador;A;D;N;5;0;0;0;2
21331951;21331;;;;Municipios del Departamento de Santa Ana;A;D;N;5;0;0;0;2
21331952;21331;;;;Municipios del Departamento de Ahuachapán;A;D;N;5;0;0;0;2
21331953;21331;;;;Municipios del Departamento de Sonsonate;A;D;N;5;0;0;0;2
21331954;21331;;;;Municipios del Departamento de Chalatenango;A;D;N;5;0;0;0;2
21331955;21331;;;;Municipios del Departamento de La Libertad;A;D;N;5;0;0;0;2
21331956;21331;;;;Municipios del Departamento de Cuscatlán;A;D;N;5;0;0;0;2
21331957;21331;;;;Municipios del Departamento de La Paz;A;D;N;5;0;0;0;2
21331958;21331;;;;Municipios del Departamento de San Vicente;A;D;N;5;0;0;0;2
21331959;21331;;;;Municipios del Departamento de Cabañas;A;D;N;5;0;0;0;2
21331960;21331;;;;Municipios del Departamento de Usulután;A;D;N;5;0;0;0;2
21331961;21331;;;;Municipios del Departamento de San Miguel;A;D;N;5;0;0;0;2
21331962;21331;;;;Municipios del Departamento de Morazán;A;D;N;5;0;0;0;2
21331963;21331;;;;Municipios del Departamento de La Unión;A;D;N;5;0;0;0;2
21331971;21331;;;3203;Hospital Nacional de la Mujer;A;D;N;5;0;0;0;2
21333;213;;;;D.M. X Colocación de Títulosvalores;A;D;N;4;0;0;0;1
21333001;21333;;;;D.M. X Colocación de Títulos Valores;A;D;N;5;0;0;0;1
21341;213;41;;;D.M. x CONTRIBUCIONES ESPECIALES;A;D;S;4;1;0;0;1
21341001;21341;;;;DM x CONTRIBUCIONES ESPECIALES;A;D;N;5;0;0;0;1
21341005;21341;;;;Estabilizacion Tarifas de Servicio Público de Transporte Colectivo de Pasajeros;A;D;N;5;0;0;0;1
21341970;21341;;;;Consejo Nacional de Administración de Bienes;A;D;N;5;0;0;0;1
21343;213;;;;DM x Transferencias de Contribuciones Especiales de Aporte Fiscal;A;D;S;4;0;0;0;1
21343935;21343;;;;Tesoro Público Nacional;A;D;N;5;0;0;0;1
21347;213;31;;;Deudores Monetarios por Derechos Especiales de Giro;A;D;N;4;1;0;0;2
21347001;21347;;;;Fondo Monetario Internacional;A;D;N;5;0;0;0;2
21377;213;;;;D.M. X Contratación de Préstamos Temporales;A;D;N;4;0;0;0;1
21377001;21377;;;;D.M. X Contratación de Préstamos Temporales;A;D;N;5;0;0;0;1
21377837;21377;;;901;Instituto de Previsión Social de la Fuerza Armada (IPSFA);A;D;N;5;0;0;0;1
21383;213;;;;D.M. x Recuperación de Inversiones Financieras Temporales;A;D;S;4;0;0;0;1
21383001;21383;;;;D.M. x Recuperación de Inversiones Financieras Temporales;A;D;N;5;0;0;0;1
21383800;21383;;;100;Asamblea Legislativa;A;D;N;5;0;0;0;1
21383802;21383;;;1600;Corte Suprema de Justicia;A;D;N;5;0;0;0;1
21383803;21383;;;1601;Caja Mutual del Abogado de El Salvador (CAMUDASAL);A;D;N;5;0;0;0;1
21383804;21383;;;1602;Consejo Nacional de la Judicatura;A;D;N;5;0;0;0;1
21383805;21383;;;200;Corte de Cuentas de la República;A;D;N;5;0;0;0;1
21383807;21383;;;300;Tribunal Supremo Electoral;A;D;N;5;0;0;0;1
21383808;21383;;;301;Registro Nacional de las Personas Naturales;A;D;N;5;0;0;0;1
21383810;21383;;;400;Tribunal de Servicio Civil;A;D;N;5;0;0;0;1
21383812;21383;;;1700;Fiscalía General de la República;A;D;N;5;0;0;0;1
21383814;21383;;;1800;Procuraduría General de la República;A;D;N;5;0;0;0;1
21383816;21383;;;1900;Procuraduría para la Defensa de los Derechos Humanos;A;D;N;5;0;0;0;1
21383818;21383;;;500;Presidencia de la República;A;D;N;5;0;0;0;1
21383819;21383;;;501;Instituto Nacional de los Deportes de El Salvador (INDES);A;D;N;5;0;0;0;1
21383820;21383;;;502;Instituto Salvadoreño de Protección al Menor;A;D;N;5;0;0;0;1
21383821;21383;;;503;Administración Nacional de Telecomunicaciones (ANTEL);A;D;N;5;0;0;0;1
21383822;21383;;;504;Instituto Salvadoreño para el Desarrollo de la Mujer (ISDEMU);A;D;N;5;0;0;0;1
21383823;21383;;;505;Fondo de Inversión Social para el Desarrollo Local de El Salvador (FISDL);A;D;N;5;0;0;0;1
21383824;21383;;;;Fondo Solidario para la Familia Empresaria (FOSOFAMILIA);A;D;N;5;0;0;0;1
21383825;21383;;;700;Ministerio de Hacienda;A;D;N;5;0;0;0;1
21383826;21383;;;701;Lotería Nacional de Beneficencia (LNB);A;D;N;5;0;0;0;1
21383827;21383;;;702;Instituto Nacional de Pensiones de los Empleados Públicos (INPEP);A;D;N;5;0;0;0;1
21383828;21383;;;704;Fondo Salvadoreño para Estudios de Preinversión (FOSEP);A;D;N;5;0;0;0;1
21383830;21383;;;800;Ministerio de Relaciones Exteriores;A;D;N;5;0;0;0;1
21383831;21383;;;;Secretaría Externa de Financiamiento Externo (SETEFE);A;D;N;5;0;0;0;1
21383833;21383;;;2000;Ministerio del Interior;A;D;N;5;0;0;0;1
21383834;21383;;;2002;Instituto Salvadoreño de Desarrollo Municipal (ISDEM);A;D;N;5;0;0;0;1
21383836;21383;;;900;Ministerio de la Defensa Nacional;A;D;N;5;0;0;0;1
21383837;21383;;;901;Instituto de Previsión Social de la Fuerza Armada (IPSFA);A;D;N;5;0;0;0;1
21383838;21383;;;902;Centro Farmacéutico de la Fuerza Armada (CEFAFA);A;D;N;5;0;0;0;1
21383840;21383;;;2100;Ministerio de Seguridad Pública y Justicia;A;D;N;5;0;0;0;1
21383841;21383;;;2101;Academia Nacional de Seguridad Pública (ANSP);A;D;N;5;0;0;0;1
21383842;21383;;;2202;Unidad Técnica Ejecutiva (UTE);A;D;N;5;0;0;0;1
21383843;21383;;;2200;Ministerio de Justicia;A;D;N;5;0;0;0;1
21383847;21383;;;3100;Ministerio de Educación;A;D;N;5;0;0;0;1
21383848;21383;;;3101;Universidad de El Salvador (UES);A;D;N;5;0;0;0;1
21383849;21383;;;3102;Federación Salvadoreña de Fútbol (FEDEFUTBOL);A;D;N;5;0;0;0;1
21383850;21383;;;3104;Fondo de Garantía para el Crédito Educativo (EDUCREDITO);A;D;N;5;0;0;0;1
21383851;21383;;;3105;Caja Mutual de los Empleados del Ministerio de Educación;A;D;N;5;0;0;0;1
21383853;21383;;;3200;Ministerio de Salud Pública y Asistencia Social;A;D;N;5;0;0;0;1
21383854;21383;;;3201;Hospital Nacional Rosales;A;D;N;5;0;0;0;1
21383855;21383;;;3202;"Hospital Nacional ""Benjamín Bloom""";A;D;N;5;0;0;0;1
21383856;21383;;;3203;"Hospital Nacional de Maternidad ""Dr. Raúl Arguello Escolán""";A;D;N;5;0;0;0;1
21383857;21383;;;3204;"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez""";A;D;N;5;0;0;0;1
21383858;21383;;;3205;"Hospital Nacional Neumológico ""Dr. José Antonio Zaldaña""";A;D;N;5;0;0;0;1
21383859;21383;;;3206;"Hospital Nacional ""San Juan de Dios"", Santa Ana";A;D;N;5;0;0;0;1
21383860;21383;;;3207;"Hospital Nacional ""Francisco Menéndez"", Ahuachapán";A;D;N;5;0;0;0;1
21383861;21383;;;3208;"Hospital Nacional ""Dr.Jorge Mazzini Villacorta"", Sonsonate";A;D;N;5;0;0;0;1
21383862;21383;;;3209;"Hospital Nacional ""Dr. Luis Edmundo Vásquez"", Chalatenango";A;D;N;5;0;0;0;1
21383863;21383;;;3210;"Hospital Nacional ""San Rafael"", Nueva San Salvador";A;D;N;5;0;0;0;1
21383864;21383;;;3211;"Hospital Nacional ""Santa Gertrudis"", San Vicente";A;D;N;5;0;0;0;1
21383865;21383;;;3212;"Hospital Nacional ""Santa Teresa"", Zacatecoluca";A;D;N;5;0;0;0;1
21383866;21383;;;3213;"Hospital Nacional ""San Juan de Dios"", San Miguel";A;D;N;5;0;0;0;1
21383867;21383;;;3214;"Hospital Nacional ""San Pedro"", Usulután";A;D;N;5;0;0;0;1
21383868;21383;;;3215;"Hospital Nacional ""Dr. Juan José Fernández"", Zacamil";A;D;N;5;0;0;0;1
21383869;21383;;;3216;Hospital Nacional de San Bartolo;A;D;N;5;0;0;0;1
21383870;21383;;;3217;Hospital Nacional de Cojutepeque;A;D;N;5;0;0;0;1
21383871;21383;;;3218;Hospital Nacional de La Unión;A;D;N;5;0;0;0;1
21383872;21383;;;3219;Hospital Nacional de Ilobasco;A;D;N;5;0;0;0;1
21383873;21383;;;3220;Hospital Nacional de Nueva Guadalupe;A;D;N;5;0;0;0;1
21383874;21383;;;3221;Hospital Nacional de Ciudad Barrios;A;D;N;5;0;0;0;1
21383875;21383;;;3222;Hospital Nacional de Sensuntepeque;A;D;N;5;0;0;0;1
21383876;21383;;;3223;Hospital Nacional de Chalchuapa;A;D;N;5;0;0;0;1
21383877;21383;;;3224;Hospital Nacional de Metapán;A;D;N;5;0;0;0;1
21383878;21383;;;3225;Hospital Nacional de San Francisco Gotera;A;D;N;5;0;0;0;1
21383879;21383;;;3226;Hospital Nacional de Santa Rosa de Lima;A;D;N;5;0;0;0;1
21383880;21383;;;3227;Hospital Nacional de Nueva Concepción;A;D;N;5;0;0;0;1
21383881;21383;;;3228;Hospital Nacional de Santiago de María;A;D;N;5;0;0;0;1
21383882;21383;;;3229;Hospital Nacional de Jiquilisco;A;D;N;5;0;0;0;1
21383883;21383;;;3230;Hospital Nacional de Suchitoto;A;D;N;5;0;0;0;1
21383884;21383;;;3231;Consejo Superior de Salud Pública;A;D;N;5;0;0;0;1
21383885;21383;;;3232;Instituto Salvadoreño de Rehabilitación de Inválidos (ISRI);A;D;N;5;0;0;0;1
21383886;21383;;;3233;"Hogar de Ancianos ""Narcisa Castillo"", Santa Ana";A;D;N;5;0;0;0;1
21383887;21383;;;3234;Cruz Roja Salvadoreña (CR);A;D;N;5;0;0;0;1
21383890;21383;;;3300;Ministerio de Trabajo y Previsión Social;A;D;N;5;0;0;0;1
21383891;21383;;;3301;Instituto Salvadoreño de Fomento Cooperativo (INSAFOCOOP);A;D;N;5;0;0;0;1
21383892;21383;;;3302;Instituto Salvadoreño de Formación Profesional (INSAFORP);A;D;N;5;0;0;0;1
21383893;21383;;;3303;Instituto Salvadoreño del Seguro Social (ISSS);A;D;N;5;0;0;0;1
21383894;21383;;;3304;Fondo de Protección de Lisiados y Discapacitados a Consecuencia del Conflicto A.;A;D;N;5;0;0;0;1
21383896;21383;;;4100;Ministerio de Economía;A;D;N;5;0;0;0;1
21383897;21383;;;4101;Comité Ejecutivo de la Feria Internacional de El Salvador (FIES);A;D;N;5;0;0;0;1
21383898;21383;;;4102;Consejo Nacional de Ciencia y Tecnología (CONACYT);A;D;N;5;0;0;0;1
21383899;21383;;;4103;Consejo de Vigilancia de la Contaduría Pública y Auditoría;A;D;N;5;0;0;0;1
21383900;21383;;;4104;Instituto Salvadoreño de Turismo (ISTU);A;D;N;5;0;0;0;1
21383901;21383;;;4105;Consejo Salvadoreño del Café (CSC);A;D;N;5;0;0;0;1
21383902;21383;;;4106;Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL);A;D;N;5;0;0;0;1
21383903;21383;;;4107;Fondo de Financiamiento y Garantía para la Pequeña Empresa (FIGAPE);A;D;N;5;0;0;0;1
21383904;21383;;;4108;Corporación Salvadoreña de Turismo (CORSATUR);A;D;N;5;0;0;0;1
21383905;21383;;;4109;Superintendencia General de Electricidad y Telecomunicaciones (SIGET);A;D;N;5;0;0;0;1
21383906;21383;;;4110;Superintendencia de Valores (S.V.);A;D;N;5;0;0;0;1
21383907;21383;;;4111;Superintendencia de Pensiones (S.P.);A;D;N;5;0;0;0;1
21383908;21383;;;4112;Corporación Salvadoreña de Inversiones (CORSAIN);A;D;N;5;0;0;0;1
21383909;21383;;;4113;Instituto Nacional del Azúcar (INAZUCAR);A;D;N;5;0;0;0;1
21383910;21383;;;4115;Fondo de Inversión Nacional de Electricidad y Telefonía (FINET);A;D;N;5;0;0;0;1
21383911;21383;;;4114;Centro Nacional de Registros (CNR);A;D;N;5;0;0;0;1
21383914;21383;;;4200;Ministerio de Agricultura y Ganadería;A;D;N;5;0;0;0;1
21383915;21383;;;4201;Insituto Salvadoreño de Transformación Agraria (ISTA);A;D;N;5;0;0;0;1
21383916;21383;;;4202;Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA);A;D;N;5;0;0;0;1
21383917;21383;;;4203;Escuela Nacional de Agricultura (ENA);A;D;N;5;0;0;0;1
21383919;21383;;;4300;Ministerio de Obras Públicas;A;D;N;5;0;0;0;1
21383920;21383;;;4301;Administración Nacional de Acueductos y Alcantarillados (ANDA);A;D;N;5;0;0;0;1
21383921;21383;;;4302;Fondo Social para la Vivienda (FSV);A;D;N;5;0;0;0;1
21383922;21383;;;4303;Comisión Ejecutiva Portuaria Autónoma (CEPA);A;D;N;5;0;0;0;1
21383925;21383;;;3400;Ministerio de Vivienda y Desarrollo Urbano;A;D;N;5;0;0;0;1
21383926;21383;;;3401;Fondo Nacional de Vivienda Popular (FONAVIPO);A;D;N;5;0;0;0;1
21383928;21383;;;4400;Ministerio del Medio Ambiente y Recursos Naturales;A;D;N;5;0;0;0;1
21383929;21383;;;4401;Fondo Ambiental de El Salvador (FONAES);A;D;N;5;0;0;0;1
21383931;21383;;;4500;Ministerio de Transporte;A;D;N;5;0;0;0;1
21383933;21383;;;;Obligaciones y Transferencias Generales del Estado;A;D;N;5;0;0;0;1
21383934;21383;;;;Deuda Pública;A;D;N;5;0;0;0;1
21383935;21383;;;703;Tesoro Público (DGT);A;D;N;5;0;0;0;1
21383937;21383;;;;Corporación de Municipalidades de la República de El Salvador (COMURES);A;D;N;5;0;0;0;1
21383938;21383;;;;Oficina de Planificación del Area Metropolitana de San Salvador (OPAMSS);A;D;N;5;0;0;0;1
21383940;21383;;;;Instituto de Garantía de Depósitos (IGD);A;D;N;5;0;0;0;1
21383950;21383;;;;Municipios del Departamento de San Salvador;A;D;N;5;0;0;0;1
21383951;21383;;;;Municipios del Departamento de Santa Ana;A;D;N;5;0;0;0;1
21383952;21383;;;;Municipios del Departamento de Ahuachapán;A;D;N;5;0;0;0;1
21383953;21383;;;;Municipios del Departamento de Sonsonate;A;D;N;5;0;0;0;1
21383954;21383;;;;Municipios del Departamento de Chalatenango;A;D;N;5;0;0;0;1
21383955;21383;;;;Municipios del Departamento de La Libertad;A;D;N;5;0;0;0;1
21383956;21383;;;;Municipios del Departamento de Cuscatlán;A;D;N;5;0;0;0;1
21383957;21383;;;;Municipios del Departamento de La Paz;A;D;N;5;0;0;0;1
21383958;21383;;;;Municipios del Departamento de San Vicente;A;D;N;5;0;0;0;1
21383959;21383;;;;Municipios del Departamento de Cabañas;A;D;N;5;0;0;0;1
21383960;21383;;;;Municipios del Departamento de Usulután;A;D;N;5;0;0;0;1
21383961;21383;;;;Municipios del Departamento de San Miguel;A;D;N;5;0;0;0;1
21383962;21383;;;;Municipios del Departamento de Morazán;A;D;N;5;0;0;0;1
21383963;21383;;;;Municipios del Departamento de La Unión;A;D;N;5;0;0;0;1
21383971;21383;;;3203;Hospital Nacional de la Mujer;A;D;N;5;0;0;0;1
21385;213;;;;D.M. x Transferencias entre Dependencias Institucionales;A;D;S;4;0;0;0;1
21385001;21385;;;;D.M. x Transferencias entre Dependencias Institucionales;A;D;N;5;0;0;0;1
21385800;21385;;;100;Asamblea Legislativa;A;D;N;5;0;0;0;1
21385802;21385;;;1600;Corte Suprema de Justicia;A;D;N;5;0;0;0;1
21385803;21385;;;1601;Caja Mutual del Abogado de El Salvador (CAMUDASAL);A;D;N;5;0;0;0;1
21385804;21385;;;1602;Consejo Nacional de la Judicatura;A;D;N;5;0;0;0;1
21385805;21385;;;200;Corte de Cuentas de la República;A;D;N;5;0;0;0;1
21385807;21385;;;300;Tribunal Supremo Electoral;A;D;N;5;0;0;0;1
21385808;21385;;;301;Registro Nacional de las Personas Naturales;A;D;N;5;0;0;0;1
21385810;21385;;;400;Tribunal de Servicio Civil;A;D;N;5;0;0;0;1
21385812;21385;;;1700;Fiscalía General de la República;A;D;N;5;0;0;0;1
21385814;21385;;;1800;Procuraduría General de la República;A;D;N;5;0;0;0;1
21385816;21385;;;1900;Procuraduría para la Defensa de los Derechos Humanos;A;D;N;5;0;0;0;1
21385818;21385;;;500;Presidencia de la República;A;D;N;5;0;0;0;1
21385819;21385;;;501;Instituto Nacional de los Deportes de El Salvador (INDES);A;D;N;5;0;0;0;1
21385820;21385;;;502;Instituto Salvadoreño de Protección al Menor;A;D;N;5;0;0;0;1
21385821;21385;;;503;Administración Nacional de Telecomunicaciones (ANTEL);A;D;N;5;0;0;0;1
21385822;21385;;;504;Instituto Salvadoreño para el Desarrollo de la Mujer (ISDEMU);A;D;N;5;0;0;0;1
21385823;21385;;;505;Fondo de Inversión Social para el Desarrollo Local de El Salvador (FISDL);A;D;N;5;0;0;0;1
21385824;21385;;;;Fondo Solidario para la Familia Microempresaria (FOSOFAMILIA);A;D;N;5;0;0;0;1
21385825;21385;;;700;Ministerio de Hacienda;A;D;N;5;0;0;0;1
21385826;21385;;;701;Lotería Nacional de Beneficencia (LNB);A;D;N;5;0;0;0;1
21385827;21385;;;702;Instituto Nacional de Pensiones de los Empleados Públicos (INPEP);A;D;N;5;0;0;0;1
21385828;21385;;;704;Fondo Salvadoreño para Estudios de Preinversión (FOSEP);A;D;N;5;0;0;0;1
21385830;21385;;;800;Ministerio de Relaciones Exteriores;A;D;N;5;0;0;0;1
21385831;21385;;;;Secretaría Externa de Financiamiento Externo (SETEFE);A;D;N;5;0;0;0;1
21385833;21385;;;2000;Ministerio del Interior;A;D;N;5;0;0;0;1
21385834;21385;;;2002;Instituto Salvadoreño de Desarrollo Municipal (ISDEM);A;D;N;5;0;0;0;1
21385836;21385;;;900;Ministerio de la Defensa Nacional;A;D;N;5;0;0;0;1
21385837;21385;;;901;Instituto de Previsión Social de la Fuerza Armada (IPSFA);A;D;N;5;0;0;0;1
21385838;21385;;;902;Centro Farmacéutico de la Fuerza Armada (CEFAFA);A;D;N;5;0;0;0;1
21385840;21385;;;2100;Ministerio de Seguridad Pública y Justicia;A;D;N;5;0;0;0;1
21385841;21385;;;2101;Academia Nacional de Seguridad Pública;A;D;N;5;0;0;0;1
21385842;21385;;;2202;Unidad Técnica Ejecutiva (UTE);A;D;N;5;0;0;0;1
21385843;21385;;;2200;Ministerio de Justicia;A;D;N;5;0;0;0;1
21385847;21385;;;3100;Ministerio de Educación;A;D;N;5;0;0;0;1
21385848;21385;;;3101;Universidad de El Salvador (UES);A;D;N;5;0;0;0;1
21385849;21385;;;3102;Federación Salvadoreña de Fútbol (FEDEFUTBOL);A;D;N;5;0;0;0;1
21385850;21385;;;3104;Fondo de Garantía para el Crédito Educativo (EDUCREDITO);A;D;N;5;0;0;0;1
21385851;21385;;;3105;Caja Mutual de los Empleados del Ministerio de Educación;A;D;N;5;0;0;0;1
21385853;21385;;;3200;Ministerio de Salud Pública y Asistencia Social;A;D;N;5;0;0;0;1
21385854;21385;;;3201;Hospital Nacional Rosales;A;D;N;5;0;0;0;1
21385855;21385;;;3202;"Hospital Nacional ""Benjamín Bloom""";A;D;N;5;0;0;0;1
21385856;21385;;;3203;"Hospital Nacional de Maternidad ""Dr. Raúl Arguello Escolán""";A;D;N;5;0;0;0;1
21385857;21385;;;3204;"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez""";A;D;N;5;0;0;0;1
21385858;21385;;;3205;"Hospital Nacional Neumológico ""Dr. José Antonio Zaldaña""";A;D;N;5;0;0;0;1
21385859;21385;;;3206;"Hospital Nacional ""San Juan de Dios"", Santa Ana";A;D;N;5;0;0;0;1
21385860;21385;;;3207;"Hospital Nacional ""Francisco Menéndez"", Ahuachapán";A;D;N;5;0;0;0;1
21385861;21385;;;3208;"Hospital Nacional ""Dr.Jorge Mazzini Villacorta"", Sonsonate";A;D;N;5;0;0;0;1
21385862;21385;;;3209;"Hospital Nacional ""Dr. Luis Edmundo Vásquez"", Chalatenango";A;D;N;5;0;0;0;1
21385863;21385;;;3210;"Hospital Nacional ""San Rafael"", Nueva San Salvador";A;D;N;5;0;0;0;1
21385864;21385;;;3211;"Hospital Nacional ""Santa Gertrudis"", San Vicente";A;D;N;5;0;0;0;1
21385865;21385;;;3212;"Hospital Nacional ""Santa Teresa"", Zacatecoluca";A;D;N;5;0;0;0;1
21385866;21385;;;3213;"Hospital Nacional ""San Juan de Dios"", San Miguel";A;D;N;5;0;0;0;1
21385867;21385;;;3214;"Hospital Nacional ""San Pedro"", Usulután";A;D;N;5;0;0;0;1
21385868;21385;;;3215;"Hospital Nacional ""Dr. Juan José Fernández"", Zacamil";A;D;N;5;0;0;0;1
21385869;21385;;;3216;Hospital Nacional de San Bartolo;A;D;N;5;0;0;0;1
21385870;21385;;;3217;Hospital Nacional de Cojutepeque;A;D;N;5;0;0;0;1
21385871;21385;;;3218;Hospital Nacional de La Unión;A;D;N;5;0;0;0;1
21385872;21385;;;3219;Hospital Nacional Ilobasco;A;D;N;5;0;0;0;1
21385873;21385;;;3220;Hospital Nacional de Nueva Guadalupe;A;D;N;5;0;0;0;1
21385874;21385;;;3221;Hospital Nacional de Ciudad Barrios;A;D;N;5;0;0;0;1
21385875;21385;;;3222;Hospital Nacional de Sensuntepeque;A;D;N;5;0;0;0;1
21385876;21385;;;3223;Hospital Nacional de Chalchuapa;A;D;N;5;0;0;0;1
21385877;21385;;;3224;Hospital Nacional de Metapán;A;D;N;5;0;0;0;1
21385878;21385;;;3225;Hospital Nacional de San Francisco Gotera;A;D;N;5;0;0;0;1
21385879;21385;;;3226;Hospital Nacional de Santa Rosa de Lima;A;D;N;5;0;0;0;1
21385880;21385;;;3227;Hospital Nacional de Nueva Concepción;A;D;N;5;0;0;0;1
21385881;21385;;;3228;Hospital Nacional de Santiago de María;A;D;N;5;0;0;0;1
21385882;21385;;;3229;Hospital Nacional de Jiquilisco;A;D;N;5;0;0;0;1
21385883;21385;;;3230;Hospital Nacional de Suchitoto;A;D;N;5;0;0;0;1
21385884;21385;;;3231;Consejo Superior de Salud Pública;A;D;N;5;0;0;0;1
21385885;21385;;;3232;Instituto Salvadoreño de Rehabilitación de Inválidos (ISRI);A;D;N;5;0;0;0;1
21385886;21385;;;3233;"Hogar de Ancianos ""Narcisa Castillo"", Santa Ana";A;D;N;5;0;0;0;1
21385887;21385;;;3234;Cruz Roja Salvadoreña (CR);A;D;N;5;0;0;0;1
21385890;21385;;;3300;Ministerio de Trabajo y Previsión Social;A;D;N;5;0;0;0;1
21385891;21385;;;3301;Instituto Salvadoreño de Fomento Cooperativo (INSAFOCOOP);A;D;N;5;0;0;0;1
21385892;21385;;;3302;Instituto Salvadoreño de Formación Profesional (INSAFORP);A;D;N;5;0;0;0;1
21385893;21385;;;3303;Instituto Salvadoreño del Seguro Social (ISSS);A;D;N;5;0;0;0;1
21385894;21385;;;3304;Fondo de Protección de Lisiados y Discapacitados a Consecuencia del Conflicto A.;A;D;N;5;0;0;0;1
21385896;21385;;;4100;Ministerio de Economía;A;D;N;5;0;0;0;1
21385897;21385;;;4101;Comité Ejecutivo de la Feria Internacional de El Salvador (FIES);A;D;N;5;0;0;0;1
21385898;21385;;;4102;Consejo Nacional de Ciencia y Tecnología (CONACYT);A;D;N;5;0;0;0;1
21385899;21385;;;4103;Consejo de Vigilancia de la Contaduría Pública y Auditoría;A;D;N;5;0;0;0;1
21385900;21385;;;4104;Instituto Salvadoreño de Turismo (ISTU);A;D;N;5;0;0;0;1
