code;name;description
15802;Liquidación  de  Bienes  Extinguidos  producto  de  Actividades Ilícitas;Comprende los ingresos provenientes de la liquidación de bienes de origen o destinación ilícita como resultado de sentencias definitivas emitidas por un juzgado, producto de la aplicación de la Ley Especial de Extinción de Dominio y de la Administración de Bienes de Origen o Destinación Ilícita.
159;Débito Fiscal;Comprende los débitos fiscales por las ventas de servicios efectuados por entes públicos, dentro del giro comercial, industrial o servicio, siempre y cuando sean contribuyentes activos del impuesto a la transferencia de bienes muebles y prestación de servicios.
15901;Débito Fiscal;
16;TRANSFERENCIAS CORRIENTES;Incluye los ingresos provenientes del sector interno o externo que no generan obligaciones en contraprestación de bienes o servicios, y que están destinados a sufragar obligaciones corrientes.
161;Transferencias Corrientes de Aporte Fiscal;Comprende los aportes complementarios recibidos del Tesoro Público, destinados a financiar los gastos corrientes de las entidades del sector público.
1610703;Tesoro Público Nacional;Comprende los recursos financieros transferidos a las Unidades Financieras Institucionales a través del Tesoro Público Nacional, para facilitar el cumplimiento de los objetivos y metas establecidos en el presupuesto General del Estado, de conformidad con lo establecido en la Ley AFI. El específico se constituye asociando el código de la cuenta 161 Transferencias Corrientes de Aporte Fiscal con el código 0703, asignado al Tesoro Público Nacional en el Clasificador Institucional por Áreas de Gestión para Fines Presupuestarios.
162;Transferencias Corrientes del Sector Público;Comprende los aportes recibidos de entidades del sector público, excluidos los provenientes del Tesoro Público. Los específicos se constituyen asociando el código de la cuenta 162 Transferencias Corrientes del Sector Público con el código asignado a las instituciones del Sector Público en el Clasificador Institucional por Áreas de Gestión para fines Presupuestarios.
1620100;Órgano Legislativo;
1620200;Corte de Cuentas de la República;
1620300;Tribunal Supremo Electoral;
1620400;Tribunal de Servicio Civil;
1620500;Presidencia de la República;
1620501;Instituto Nacional de los Deportes de El Salvador;
1620504;Instituto Salvadoreño para el Desarrollo de la Mujer;
1620507;Fondo del Milenio;
1620556;Dirección Nacional de Obras Municipales;
1620557;Dirección Nacional de Compras Públicas;
1620558;Agencia de Promoción de Inversiones y Exportaciones de El Salvador;
1620560;Dirección de Mercados Nacionales;
1620600;Tribunal de Ética Gubernamental;
1620650;Instituto de Acceso a la Información Pública;
1620700;Ramo de Hacienda;
1620702;Instituto Salvadoreño de Pensiones;
1620703;Tesoro Público Nacional;
1620704;Fondo Salvadoreño para Estudios de Preinversión;
1620800;Ramo de Relaciones Exteriores;
1620900;Ramo de la Defensa Nacional;
1620901;Instituto de Previsión Social de la Fuerza Armada;
1620902;Centro Farmacéutico de la Fuerza Armada;
1621500;Consejo Nacional de la Judicatura;
1621600;Órgano Judicial;
1621601;Caja Mutual del Abogado de El Salvador;
1621700;Fiscalía General de la República;
1621800;Procuraduría General de la República;
1621900;Procuraduría para la Defensa de los Derechos Humanos;
1622300;Procuraduría para la Defensa de los Derechos Humanos;
1622304;Instituto Administrador de los Beneficios y Prestaciones Sociales de los Veteranos Militares de la Fuerza Armada y Excombatientes del Frente Farabundo Martí para la Liberación Nacional que participaron en el conflicto armado interno de El Salvador del primero de enero de 1980 al dieciséis de enero de 1992;
1622305;Consejo Nacional para la Inclusión de las Personas con Discapacidad;
1622306;Cuerpo de Bomberos de El Salvador;
1622307;Dirección de Integración;
1622308;Dirección de Ordenamiento Territorial y Construcción;
1622400;Ramo de Justicia y Seguridad Pública;
1622401;Academia Nacional de Seguridad Pública;
1622402;Unidad Técnica Ejecutiva del Sector Justicia;
1622403;Consejo Nacional de Administración de Bienes (CONAB);
1622404;Registro Nacional de las Personas Naturales;
1622405;Agencia de Ciberseguridad del Estado;
1623100;Ramo de Educación, Ciencia y Tecnología;
1623100;Ramo de Educación, Ciencia y Tecnología;
1623101;Universidad de El Salvador;
1623102;Federación Salvadoreña de Fútbol;
1623104;Fondo de Garantía para el Crédito Educativo;
1623105;Caja Mutual de los Empleados del Ministerio de Educación;
1623107;Instituto Salvadoreño de Bienestar Magisterial;
1623109;Consejo Nacional de la Primera Infancia, Niñez y Adolescencia;
1623110;Instituto Crecer Juntos;
1623200;Ramo de Salud;
1623201;Hospital Nacional Rosales;
1623202;Hospital Nacional “Benjamín Bloom”;
1623203;Hospital Nacional de la Mujer “Doctora María Isabel Rodríguez”, San Salvador;
1623204;Hospital Nacional Psiquiátrico “Dr. José Molina Martínez”;
1623205;Hospital Nacional de Neumología y Medicina Familiar “Dr. José Antonio Saldaña”, San Salvador;
1623206;Hospital Nacional “San Juan de Dios”, Santa Ana;
1623207;Hospital Nacional “Francisco Menéndez”, Ahuachapán;
1623208;Hospital Nacional “Dr. Jorge Mazzini Villacorta”, Sonsonate;
1623209;Hospital Nacional “Dr. Luis Edmundo Vásquez”, Chalatenango;
1623210;Hospital Nacional “San Rafael”, Santa Tecla, La Libertad;
1623211;Hospital Nacional “Santa Gertrudis”, San Vicente;
1623212;Hospital Nacional “Santa Teresa”, Zacatecoluca;
1623213;Hospital Nacional “San Juan de Dios”, San Miguel;
1623214;Hospital Nacional “San Pedro”, Usulután;
1623215;Hospital Nacional “Dr. Juan José Fernández”, Zacamil;
1623216;Hospital Nacional “Enfermera Angélica Vidal de Najarro”, San Bartolo, San Salvador;
1623217;Hospital Nacional “Nuestra Señora de Fátima”, Cojutepeque, Cuscatlán;
1623218;Hospital Nacional de La Unión;
1623219;Hospital Nacional de Ilobasco;
1623220;Hospital Nacional de Nueva Guadalupe;
1623221;Hospital Nacional “Monseñor Oscar Arnulfo Romero y Galdámez”, Ciudad Barrios, San Miguel ;
1623222;Hospital Nacional “San Jerynimo Emiliani”, Sensuntepeque, Cabañas;
1623223;Hospital Nacional de Chalchuapa;
1623224;Hospital Nacional “Arturo Morales”, Metapán, Santa Ana;
1623225;Hospital Nacional “Dr. Héctor Antonio Hernández Flores”, San Francisco Gotera, Morazán;
1623226;Hospital Nacional de Santa Rosa de Lima;
1623227;Hospital Nacional de Nueva Concepción;
1623228;Hospital Nacional “Dr. Jorge Arturo Mena”, Santiago de María, Usulután;
1623229;Hospital Nacional de Jiquilisco;
1623230;Hospital Nacional de Suchitoto;
1623231;Consejo Superior de Salud Pública;
1623232;Instituto Salvadoreño de Rehabilitación Integral;
1623233;Hogar de Ancianos “Narcisa Castillo”, Santa Ana;
1623234;Cruz Roja Salvadoreña;
1623235;Fondo Solidario para la Salud;
1623237;Hospital Nacional El Salvador;
1623238;Centro de Maternidad Nacer con Cariño “El Nido”;
1623239;Instituto Especializado “Hospital El Salvador”;
1623240;Sistema de Emergencias Médicas;
1623241;Superintendencia de Regulación Sanitaria;
1623242;Consejo Nacional de las Especialidades Médicas;
1623243;Consejo Salvadoreño de Trasplantes;
1623244;Hospital Nacional de Nejapa;
1623300;Ramo de Trabajo y Previsión Social;
1623303;Instituto Salvadoreño del Seguro Social;
1623304;Fondo de Protección de Lisiados y Discapacitados a Consecuencia del Conflicto Armado;
1623500;Ramo de Cultura;
1623600;Ramo de Vivienda;
1623700;Ramo de Desarrollo Local;
1624100;Ramo de Economía;
1624101;Centro Internacional de Ferias y Convenciones de El Salvador;
1624103;Consejo de Vigilancia de la Profesión de Contaduría Pública y Auditoría;
1624107;Fondo de Financiamiento y Garantía para la Pequeña Empresa;
1624109;Superintendencia General de Electricidad y Telecomunicaciones;
1624110;Superintendencia de Valores;
1624111;Superintendencia de Pensiones;
1624112;Corporación Salvadoreña de Inversiones;
1624113;Instituto Nacional del Azúcar;
1624114;Centro Nacional de Registros;
1624115;Fondo de Inversión Nacional de Electricidad y Telefonía;
1624116;Consejo Salvadoreño de la Agroindustria Azucarera;
1624117;Superintendencia de Competencia;
1624118;Defensoría del Consumidor;
1624120;Consejo Nacional de Calidad;
1624121;Instituto Salvadoreño de Fomento Cooperativo ;
1624122;Comisión Nacional de la Micro y Pequeña Empresa;
1624123;Dirección General de Energía, Hidrocarburos y Minas;
1624124;Ente Nacional de Transmisión Eléctrica;
1624125;Agencia Administradora de Fondos Bitcoin;
1624126;Comisión Nacional de Activos Digitales;
1624127;Instituto Nacional de Capacitación y Formación;
1624200;Ramo de Agricultura y Ganadería;
1624201;4201  Instituto Salvadoreño de Transformación Agraria;
1624202;4202  Centro Nacional de Tecnología Agropecuaria y Forestal;
1624203;4203  Escuela Nacional de Agricultura;
1624204;4204  Banco de Tierras;
1624205;4205  Banco de Fomento Agropecuario;
1624208;4208  Instituto de Bienestar Animal;
1624210;4210  Instituto Salvadoreño del Café;
1624211;4211  Centro de Desarrollo de Comercio Agropecuario;
1624300;Ramo de Obras Públicas y de Transporte;
1624302;4302  Fondo Social para la Vivienda;
1624304;4304  Autoridad de Aviación Civil;
162430;4305  Fondo Nacional para la Vivienda Popular;
1624306;4306  Fondo de Conservación Vial;
1624308;4308  Fondo para la Atención a las Víctimas de Accidentes de Tránsito;
1624309;4309  Autoridad Nacional de Residuos Sólidos;
1624400;Ramo de Medio Ambiente y Recursos Naturales;
1624404;4404  Autoridad Salvadoreña del Agua;
1624600;Ramo de Turismo;
1624601;4601  Instituto Salvadoreño de Turismo;
1624602;4602  Corporación Salvadoreña de Turismo;
1624603;4603  Autoridad de Planificación del Centro Histórico de San Salvador;
163;Transferencias Corrientes del Sector Privado;Comprende los aportes recibidos de entes del sector privado, con domicilio en el país.
16301;De Empresas Privadas no Financieras;Ingresos provenientes de transacciones efectuadas con empresas privadas no financieras con domicilio en el país, que no generan obligación de una contraprestación de bienes o servicios.
16302;De Empresas Privadas Financieras;Ingresos provenientes de transacciones efectuadas con empresas privadas financieras con domicilio en el país, que no generan obligación de una contraprestación de bienes o servicios.
16303;De Organismos sin Fines de Lucro;Ingresos provenientes de transacciones efectuadas con organizaciones sin fines de lucro con domicilio en el país, que no generan obligación de una contraprestación de bienes o servicios.
16304;De Personas Naturales;Ingresos provenientes de transacciones efectuadas con personas naturales con domicilio en el país, que no generan obligación de una contraprestación de bienes o servicios.
164;Transferencias Corrientes del Sector Externo;Comprende los aportes recibidos de entes públicos o privados, sin domicilio en el país.
16401;De Empresas Privadas no Financieras;Ingresos provenientes de transacciones efectuadas con empresas privadas no financieras sin domicilio en el país, que no generan obligación de una contraprestación de bienes o servicios.
16402;De Empresas Privadas Financieras;Ingresos provenientes de transacciones efectuadas con empresas privadas financieras sin domicilio en el país, que no generan obligación de una contraprestación de bienes o servicios.
16403;De Gobiernos y Organismos Gubernamentales;Ingresos provenientes de transacciones efectuadas con gobiernos y organismos gubernamentales sin domicilio en el país, que no generan obligación de una contraprestación de bienes o servicios.
16404;De Organismos Multilaterales;Ingresos provenientes de transacciones efectuadas con organismos multilaterales, que no generan obligación de una contraprestación de bienes o servicios.
16405;De Organismos sin Fines de Lucro;Ingresos provenientes de transacciones efectuadas con organizaciones sin fines de lucro sin domicilio en el país, que no generan obligación de una contraprestación de bienes o servicios.
16406;De Personas Naturales;Ingresos provenientes de transacciones efectuadas con personas naturales sin domicilio en el país, que no generan obligación de una contraprestación de bienes o servicios.
165;Otras Transferencias Corrientes del Sector Público;Comprende los aportes recibidos de otras entidades no consideradas en la cuenta 162 Transferencias Corrientes del Sector Público.
16599;Transferencias Corrientes Diversas del Sector Público;Ingresos provenientes de Fideicomisos y de otras entidades no consideradas en los restantes específicos y cuentas de transferencias corrientes del clasificador.
21;VENTA DE ACTIVOS FIJOS;Incluye los ingresos por ventas de activos fijos propiedad de los entes públicos.
211;Venta de Bienes Muebles;Comprende los ingresos provenientes de la venta de bienes tangibles que sean transportables de un lugar a otro por sí mismo o por una fuerza o energía externa.
21101;Venta de Mobiliarios;Ingresos provenientes de la venta de bienes que sirven para el equipamiento, decoración y ambientación de oficinas o instalaciones.
21102;Venta de Maquinarias y Equipos;Ingresos que provienen de la venta de maquinarias, equipos y accesorios, que se utilizan o complementan la unidad principal y que sirven para la producción de bienes y servicios.
21103;Venta de Equipos Médicos y de Laboratorios;Ingresos que provienen de la venta de equipo médico, odontológico y quirúrgico, así como aquellos relacionados con la investigación científica.
21104;Venta de Equipos Informáticos;Ingresos que provienen de la venta de equipos informáticos tales como monitores, teclados, CPU, UPS, impresoras, reguladores de voltaje, etc.
21105;Venta de Vehículos de Transporte;Ingresos que provienen de la venta de vehículos de transporte de uso terrestre, marítimo o aéreo.
21106;Venta de Obras de Arte y Culturales;Ingresos que provienen de la venta de vehículos de transporte de uso terrestre, marítimo o aéreo.
21107;Venta de Libros y Colecciones;Ingresos que provienen de la venta de enciclopedias, diccionarios, manuscritos o impresos coleccionables.
21199;Venta de Otros Bienes Muebles;Ingresos que provienen de la venta de otros bienes no considerados en los específicos anteriores.
212;Venta de Bienes Inmuebles;Comprende los ingresos originados en la venta de bienes tangibles que no sean transportables de un lugar a otro.
21201;Venta de Terrenos;Incluye los ingresos que provienen de la venta de fincas, haciendas, predios y terrenos de naturaleza rústica, urbana o rural.
21202;Venta de Edificios e Instalaciones;Comprende los ingresos provenientes de la venta de edificios en general, fabricas, represas, muelles, canales de riego, drenajes, establos, bodegas, etc., que incluye el terreno en que estos se asientan.
21299;Venta de Otros Bienes Inmuebles;Incluye los ingresos que provienen de la venta de bienes inmuebles no considerados en los específicos anteriores.
213;Venta de Semovientes;Comprende los ingresos provenientes de la venta de ganado de diferentes especies.
21301;Venta de Ganado Vacuno;
21302;Venta de Ganado Caballar;
21303;Venta de Ganado Porcino;
21399;Venta de Otros Semovientes;
214;Venta de Intangibles;Comprende los ingresos provenientes de la venta de derechos de propiedad industrial, comercial, intelectual u otros de igual de naturaleza, que no representen cobros de derechos o tasas por el uso.
21401;Venta de Derechos de Propiedad Industrial;Comprende los ingresos que se obtienen por la venta de la propiedad industrial, tales como: concesión por explotación de minas, fórmulas industriales, etc.
21402;Venta de Derechos de Propiedad Comercial;Comprende los ingresos que se obtienen por la venta de la propiedad de comercial, tales como: patentes, marcas de fábrica, nombres comerciales, concesión de rutas de transporte, créditos mercantiles, etc.
21403;Venta de Derechos de Propiedad Intelectual;Comprende los ingresos que se obtienen por la venta de la propiedad intelectual, tales como: derechos de autor, edición, software, etc.
21499;Venta de Otros Derechos Intangibles;Comprende los ingresos que se obtienen por la venta de la propiedad de otros derechos intangibles no considerados en los específicos anteriores.
219;Débito Fiscal;Comprende los débitos fiscales por la venta de bienes efectuados por los entes públicos, dentro del giro comercial, industrial o servicio, siempre y cuando sean contribuyentes activos del impuesto a la transferencia de bienes muebles y prestación de servicios.
21901;Débito Fiscal;
22;TRANSFERENCIAS DE CAPITAL;Incluye los ingresos provenientes del sector interno o externo que no generan obligaciones de contraprestación de bienes o servicios, y que están destinados a sufragar obligaciones de capital o amortizaciones de deuda.
221;Transferencias de Capital de Aporte Fiscal;Comprende los aportes complementarios otorgados por el Tesoro Público, destinados a financiar los gastos de capital o amortización de empréstitos de las entidades del sector público.
2210703;Tesoro Público Nacional;Comprende los recursos financieros transferidos a las Unidades Financieras Institucionales a través del Tesoro Público Nacional, para facilitar el cumplimiento de los objetivos y metas establecidos en el presupuesto General del Estado, de conformidad con lo estipulado en la Ley AFI. El específico se constituye asociando el código de la cuenta 221 Transferencias de Capital de Aporte Fiscal con el código 0703, asignado al Tesoro Público Nacional en el Clasificador Institucional por Áreas de Gestión para fines Presupuestarios.
222;Transferencias de Capital del Sector Público;Comprende los aportes recibidos de entidades del sector público, excluidos los provenientes del Tesoro Público. Los específicos se constituyen asociando el código de la cuenta 222 Transferencias de Capital del Sector Público con los códigos asignados a las instituciones del Sector Público en el Clasificador Institucional por Áreas de Gestión para fines Presupuestarios.
2220100;Órgano Legislativo;
2220200;Corte de Cuentas de la República;
2220300;Tribunal Supremo Electoral;
2220400;Tribunal de Servicio Civil;
2220500;Presidencia de la República;
2220501;Instituto Nacional de los Deportes de El Salvador;
2220504;Instituto Salvadoreño para el Desarrollo de la Mujer;
2220507;Fondo del Milenio;
2220556;Dirección Nacional de Obras Municipales;
2220557;Dirección Nacional de Compras Públicas;
2220558;Agencia de Promoción de Inversiones y Exportaciones de El Salvador;
2220560;Dirección de Mercados Nacionales;
2220600;Tribunal de Ética Gubernamental;
2220650;Instituto de Acceso a la Información Pública;
2220700;Ramo de Hacienda;
2220702;Instituto Salvadoreño de Pensiones;
2220703;Tesoro Público Nacional;
2220704;Fondo Salvadoreño para Estudios de Preinversión;
2220800;Ramo de Relaciones Exteriores;
2220900;Ramo de la Defensa Nacional;
2220901;Instituto de Previsión Social de la Fuerza Armada;
2220902;Centro Farmacéutico de la Fuerza Armada;
2221500;Consejo Nacional de la Judicatura;
2221600;Órgano Judicial;
2221601;Caja Mutual del Abogado de El Salvador;
2221700;Fiscalía General de la República;
2221800;Procuraduría General de la República;
2221900;Procuraduría para la Defensa de los Derechos Humanos;
2222300;Procuraduría para la Defensa de los Derechos Humanos;
2222304;Instituto Administrador de los Beneficios y Prestaciones Sociales de los Veteranos Militares de la Fuerza Armada y Excombatientes del Frente Farabundo Martí para la Liberación Nacional que participaron en el conflicto armado interno de El Salvador del primero de enero de 1980 al dieciséis de enero de 1992;
2222305;Consejo Nacional para la Inclusión de las Personas con Discapacidad;
2222306;Cuerpo de Bomberos de El Salvador;
2222307;Dirección de Integración;
2222308;Dirección de Ordenamiento Territorial y Construcción;
2222400;Ramo de Justicia y Seguridad Pública;
2222401;Academia Nacional de Seguridad Pública;
2222402;Unidad Técnica Ejecutiva del Sector Justicia;
2222403;Consejo Nacional de Administración de Bienes (CONAB);
2222404;Registro Nacional de las Personas Naturales;
2222405;Agencia de Ciberseguridad del Estado;
2223100;Ramo de Educación, Ciencia y Tecnología;
2223100;Ramo de Educación, Ciencia y Tecnología;
2223101;Universidad de El Salvador;
2223102;Federación Salvadoreña de Fútbol;
2223104;Fondo de Garantía para el Crédito Educativo;
2223105;Caja Mutual de los Empleados del Ministerio de Educación;
2223107;Instituto Salvadoreño de Bienestar Magisterial;
2223109;Consejo Nacional de la Primera Infancia, Niñez y Adolescencia;
2223110;Instituto Crecer Juntos;
2223200;Ramo de Salud;
2223201;Hospital Nacional Rosales;
2223202;Hospital Nacional “Benjamín Bloom”;
2223203;Hospital Nacional de la Mujer “Doctora María Isabel Rodríguez”, San Salvador;
2223204;Hospital Nacional Psiquiátrico “Dr. José Molina Martínez”;
2223205;Hospital Nacional de Neumología y Medicina Familiar “Dr. José Antonio Saldaña”, San Salvador;
2223206;Hospital Nacional “San Juan de Dios”, Santa Ana;
2223207;Hospital Nacional “Francisco Menéndez”, Ahuachapán;
2223208;Hospital Nacional “Dr. Jorge Mazzini Villacorta”, Sonsonate;
2223209;Hospital Nacional “Dr. Luis Edmundo Vásquez”, Chalatenango;
2223210;Hospital Nacional “San Rafael”, Santa Tecla, La Libertad;
2223211;Hospital Nacional “Santa Gertrudis”, San Vicente;
2223212;Hospital Nacional “Santa Teresa”, Zacatecoluca;
2223213;Hospital Nacional “San Juan de Dios”, San Miguel;
2223214;Hospital Nacional “San Pedro”, Usulután;
2223215;Hospital Nacional “Dr. Juan José Fernández”, Zacamil;
2223216;Hospital Nacional “Enfermera Angélica Vidal de Najarro”, San Bartolo, San Salvador;
2223217;Hospital Nacional “Nuestra Señora de Fátima”, Cojutepeque, Cuscatlán;
2223218;Hospital Nacional de La Unión;
2223219;Hospital Nacional de Ilobasco;
2223220;Hospital Nacional de Nueva Guadalupe;
2223221;Hospital Nacional “Monseñor Oscar Arnulfo Romero y Galdámez”, Ciudad Barrios, San Miguel ;
2223222;Hospital Nacional “San Jerynimo Emiliani”, Sensuntepeque, Cabañas;
2223223;Hospital Nacional de Chalchuapa;
2223224;Hospital Nacional “Arturo Morales”, Metapán, Santa Ana;
2223225;Hospital Nacional “Dr. Héctor Antonio Hernández Flores”, San Francisco Gotera, Morazán;
2223226;Hospital Nacional de Santa Rosa de Lima;
2223227;Hospital Nacional de Nueva Concepción;
2223228;Hospital Nacional “Dr. Jorge Arturo Mena”, Santiago de María, Usulután;
2223229;Hospital Nacional de Jiquilisco;
2223230;Hospital Nacional de Suchitoto;
2223231;Consejo Superior de Salud Pública;
2223232;Instituto Salvadoreño de Rehabilitación Integral;
2223233;Hogar de Ancianos “Narcisa Castillo”, Santa Ana;
2223234;Cruz Roja Salvadoreña;
2223235;Fondo Solidario para la Salud;
2223237;Hospital Nacional El Salvador;
2223238;Centro de Maternidad Nacer con Cariño “El Nido”;
2223239;Instituto Especializado “Hospital El Salvador”;
2223240;Sistema de Emergencias Médicas;
2223241;Superintendencia de Regulación Sanitaria;
2223242;Consejo Nacional de las Especialidades Médicas;
2223243;Consejo Salvadoreño de Trasplantes;
2223244;Hospital Nacional de Nejapa;
2223300;Ramo de Trabajo y Previsión Social;
2223303;Instituto Salvadoreño del Seguro Social;
2223304;Fondo de Protección de Lisiados y Discapacitados a Consecuencia del Conflicto Armado;
2223500;Ramo de Cultura;
2223600;Ramo de Vivienda;
2223700;Ramo de Desarrollo Local;
2224100;Ramo de Economía;
2224101;Centro Internacional de Ferias y Convenciones de El Salvador;
2224103;Consejo de Vigilancia de la Profesión de Contaduría Pública y Auditoría;
2224107;Fondo de Financiamiento y Garantía para la Pequeña Empresa;
2224109;Superintendencia General de Electricidad y Telecomunicaciones;
2224110;Superintendencia de Valores;
2224111;Superintendencia de Pensiones;
2224112;Corporación Salvadoreña de Inversiones;
2224113;Instituto Nacional del Azúcar;
2224114;Centro Nacional de Registros;
2224115;Fondo de Inversión Nacional de Electricidad y Telefonía;
2224116;Consejo Salvadoreño de la Agroindustria Azucarera;
2224117;Superintendencia de Competencia;
2224118;Defensoría del Consumidor;
2224120;Consejo Nacional de Calidad;
2224121;Instituto Salvadoreño de Fomento Cooperativo ;
2224122;Comisión Nacional de la Micro y Pequeña Empresa;
2224123;Dirección General de Energía, Hidrocarburos y Minas;
2224124;Ente Nacional de Transmisión Eléctrica;
2224125;Agencia Administradora de Fondos Bitcoin;
2224126;Comisión Nacional de Activos Digitales;
2224127;Instituto Nacional de Capacitación y Formación;
2224200;Ramo de Agricultura y Ganadería;
2224201;4201  Instituto Salvadoreño de Transformación Agraria;
2224202;4202  Centro Nacional de Tecnología Agropecuaria y Forestal;
2224203;4203  Escuela Nacional de Agricultura;
2224204;4204  Banco de Tierras;
2224205;4205  Banco de Fomento Agropecuario;
2224208;4208  Instituto de Bienestar Animal;
2224210;4210  Instituto Salvadoreño del Café;
2224211;4211  Centro de Desarrollo de Comercio Agropecuario /84;
2224300;Ramo de Obras Públicas y de Transporte;
2224302;4302  Fondo Social para la Vivienda;
2224304;4304  Autoridad de Aviación Civil;
222430;4305  Fondo Nacional para la Vivienda Popular;
2224306;4306  Fondo de Conservación Vial;
2224308;4308  Fondo para la Atención a las Víctimas de Accidentes de Tránsito;
2224309;4309  Autoridad Nacional de Residuos Sólidos;
2224400;Ramo de Medio Ambiente y Recursos Naturales;
2224404;4404  Autoridad Salvadoreña del Agua;
2224600;Ramo de Turismo;
2224601;4601  Instituto Salvadoreño de Turismo;
2224602;4602  Corporación Salvadoreña de Turismo;
2224603;4603  Autoridad de Planificación del Centro Histórico de San Salvador;
223;Transferencias de Capital del Sector Privado;Comprende los aportes recibidos de entes del sector privado, con domicilio en el país.
22301;De Empresas Privadas no Financieras;"Comprende los ingresos provenientes de empresas privadas no financieras, los cuales no generan para la entidad que lo recibe obligación de una contraprestación de bienes y servicios; dichas cantidades se destinan a la formación de activos fijos o para aumentar el capital financiero institucional."
22302;De Empresas Privadas Financieras;"Comprende los ingresos provenientes de empresas privadas financieras, los cuales no generan para la entidad que lo recibe obligación de una contraprestación de bienes y servicios; dichas cantidades se destinan a la formación de activos fijos o para aumentar el capital financiero institucional."
22303;De Organismos sin Fines de Lucro;"Comprende los ingresos provenientes de Organizaciones sin Fines de Lucro, los cuales no generan para la entidad que lo recibe obligación de una contraprestación de bienes y servicios; dichas cantidades se destinan a la formación de activos fijos o para aumentar el capital financiero institucional."
22304;De Personas Naturales;"Comprende los ingresos provenientes de personas naturales, los cuales no generan para la entidad que lo recibe obligación de una contraprestación de bienes y servicios; dichas cantidades se destinan a la formación de activos fijos o para aumentar el capital financiero institucional."
224;Transferencias de Capital del Sector Externo;Comprende los aportes recibidos de entes sector público o privado, sin domicilio en el país.
22401;De Empresas Privadas no Financieras;"Comprende los ingresos provenientes de empresas privadas no financieras del exterior, los cuales no generan para la entidad que lo recibe obligación de una contraprestación de bienes y servicios; dichas cantidades se destinan a la formación de activos fijos o para aumentar el capital financiero institucional."
22402;De Empresas Privadas Financieras;"Comprende los ingresos provenientes de empresas privadas financieras del exterior, los cuales no generan para la entidad que lo recibe obligación de una contraprestación de bienes y servicios; dichas cantidades se destinan a la formación de activos fijos o para aumentar el capital financiero institucional."
22403;De Gobiernos y Organismos Gubernamentales;"Comprende los ingresos provenientes de gobiernos y organismos gubernamentales del exterior, los cuales no generan para la entidad que la recibe obligación de una contraprestación de bienes y servicios; dichas cantidades se destinan a la formación de activos fijos o para aumentar el capital financiero institucional."
22404;De Organismos Multilaterales;"Comprende los ingresos provenientes de organismos multilaterales, los cuales no generan para la entidad que la recibe obligación de una contraprestación de bienes y servicios; dichas cantidades se destinan a la formación de activos fijos o para aumentar el capital financiero institucional."
22405;De Organismos sin Fines de Lucro;"Comprende los ingresos provenientes de organizaciones sin fines de lucro del exterior, los cuales no generan para la entidad que lo recibe obligación de una contraprestación de bienes y servicios; dichas cantidades se destinan a la formación de activo fijo o para aumentar el capital financiero institucional."
22406;De Personas Naturales;"Comprende los ingresos provenientes de personas naturales del exterior, los cuales no generan para la entidad que lo recibe obligación de una contraprestación de bienes y servicios; dichas cantidades se destinan a la formación de activos fijo o para aumentar el capital financiero institucional."
225;Otras Transferencias de Capital;Comprende los ingresos recibidos de otras entidades no consideradas en las restantes Cuentas de Transferencias de Capital del Clasificador.
22501;Transferencias de Capital Diversas;Comprende los ingresos provenientes de transferencias de capital diversas, no considerados en las restantes Cuentas de Transferencias del Capital del Clasificador.
22599;Transferencias de Capital Diversas del Sector Público;Ingresos provenientes de Fideicomisos y de otras entidades no consideradas en los restantes específicos y cuentas de transferencias de capital del clasificador.
23;RECUPERACION DE INVERSIONES FINANCIERAS;Incluye los ingresos provenientes del rescate o reintegro de las inversiones originados en las colocaciones de fondos, derechos o valores.
231;Recuperación de Inversiones en Títulos valores;Comprende la recuperación de los depósitos, bonos u otros documentos de inversión de recursos en el mercado de capitales, incluyendo la liquidación total o parcial en las participaciones de capital en empresas de economía mixta o privada.
23101;Liquidación de Bonos;Comprende los ingresos provenientes de la recuperación de la inversión en bonos, adquiridos en el mercado de capitales.
23102;Liquidación de Letras del Tesoro;Comprende los ingresos provenientes de la recuperación de las inversiones en letras del tesoro, adquiridas por los entes públicos.
23103;Liquidación de Notas de Crédito del Tesoro Público;Comprende los ingresos provenientes de la recuperación de la inversión en notas de crédito, emitidas por el tesoro público nacional a favor de los entes inscritos como contribuyentes activos de los impuestos.
23104;Liquidación de Cédulas Hipotecarias;Comprende los ingresos provenientes de la recuperación de la inversión en notas de crédito, emitidas por el tesoro público nacional a favor de los entes inscritos como contribuyentes activos de los impuestos.
23105;Liquidación de Depósitos a Plazo;Comprende los ingresos de la recuperación de los depósitos a plazo efectuados por los entes públicos en el sistema financiero nacional.
23106;Venta de Acciones;Comprende los ingresos provenientes de la recuperación de inversión en acciones correspondientes a sociedades o empresas privadas, públicas o externas.
23107;Liquidación de Participación de Capital;Comprende los ingresos provenientes de la recuperación del capital invertido en empresas privadas o de economía mixta.
23108;Liquidación de Títulos valores en el Exterior;Comprende los ingresos provenientes de la recuperación de inversión en bonos, letras, cédulas hipotecarias, depósitos a plazo colocados en empresas privadas, públicas externas.
23109;Acciones y Participación de Capital en el Exterior;Comprende los ingresos provenientes de la recuperación de inversión en acciones y participación de capital, invertido en empresas privadas o de economía mixta, públicas externas.
23199;Liquidación de otros Títulos valores;Comprende los ingresos provenientes de la liquidación de los títulos valores no considerados en los específicos anteriores.
